Date,Region,Property_Type,Bedrooms,Distance_to_CBD_km,Rent_Price
13/06/2022,welling ton,HOUSE,2,1.6,761.6
22/09/2023,Hamilton,Apartment,2,7.9,524.42
19/02/2024,Auckland,Apartment,1,10.8,402.38
21/03/2023,auckland,Townhouse,2,5.0,506.84
19/08/2024,Christchurch,HOUSE,4,4.4,862.2
31/07/2023,AUCKLAND,HOUSE,2,4.2,649.07
15/08/2023,WELLINGTON,town house,1,7.0,458.28
12/09/2024,christchurch,townhouse,5,14.4,709.79
06/05/2022,WELLINGTON,townhouse,2,0.5,556.15
14/10/2022,christchurch,house,3,6.3,873.94
30/01/2024,auckland,apartment,3,6.0,774.6
16/05/2024,Christchurch,Townhouse,2,5.4,776.89
20/09/2023,hamilton,Townhouse,4,2.2,736.02
05/03/2023,hamilton,aprtment,4,15.9,591.25
27/01/2022,Auckland,House,3,3.9,656.95
17/12/2022,Wellington,Apartment,2,13.4,501.25
27/07/2024,HAMILTON,House,1,0.8,491.16
31/03/2024,DUNEDIN,HOUSE,1,3.6,639.6
24/01/2024,auckland,HOUSE,2,5.4,537.44
10/02/2024,Dunedin,HOUSE,3,1.4,789.44
18/04/2023,Dunedin  ,Apartment,1,15.9,433.05
16/04/2024,HAMILTON,town house,2,12.2,681.13
25/02/2022,Christchurch,townhouse,2,4.7,543.83
17/01/2024,christchurch,apartment,3,5.7,503.87
01/04/2023,hamilton,town house,2,8.2,676.83
21/08/2023,wellington,house,1,2.3,504.56
11/03/2022,christchurch,townhouse,3,15.0,758.06
20/01/2024,Christchurch,apartment,3,12.5,494.38
14/03/2023,auckland ,House,1,2.0,667.13
08/04/2022,DUNEDIN,apartment,2,4.0,678.57
18/12/2022,DUNEDIN,apartment,4,4.5,612.11
22/10/2024,christchurch,aprtment,2,6.6,463.25
06/06/2024,Dunedin  ,house,4,9.8,584.02
15/03/2023,Hamilton,house,4,9.1,904.82
05/04/2024,DUNEDIN,HOUSE,3,1.8,619.09
23/01/2022,auckland,house,3,14.6,642.43
07/10/2022,Hamilton,House,3,7.5,609.47
13/05/2024,hamilton,HOUSE,3,12.0,831.93
06/09/2024,auckland,townhouse,2,7.0,501.86
02/05/2022,Wellington,apartment,4,5.9,671.82
23/04/2022,dunedin,town house,3,0.5,539.61
07/08/2022,Hamilton,townhouse,1,9.1,471.89
06/08/2023,hamilton,apartment,3,12.5,573.06
23/02/2024,welling ton,aprtment,1,11.1,586.63
09/10/2022,Wellington,Apartment,2,3.5,680.95
24/06/2024,auckland,HOUSE,2,8.8,766.63
18/11/2022,Wellington,aprtment,3,2.3,579.81
21/02/2024,dunedin,HOUSE,1,7.9,684.99
08/08/2024,Auckland,Townhouse,5,5.8,654.69
25/07/2023,wellington,apartment,3,4.7,563.48
28/01/2022,hamilton,townhouse,2,6.9,712.42
13/12/2022,HAMILTON,town house,3,6.7,620.16
10/10/2024,CHRISTCHURCH,townhouse,2,4.9,545.62
30/05/2024,christchurch,apartment,1,4.3,596.26
28/09/2022,christchurch,townhouse,3,5.3,580.75
14/12/2022,auckland,townhouse,3,2.7,715.23
07/03/2022,Auckland,House,3,12.3,585.57
24/11/2022,AUCKLAND,Apartment,3,9.0,528.18
08/12/2023,auckland,house,4,0.5,890.97
08/08/2023,CHRISTCHURCH,aprtment,1,10.4,510.59
18/10/2022,CHRISTCHURCH,town house,2,0.5,683.66
10/03/2024,Dunedin,house,2,5.5,752.77
13/04/2024,CHRISTCHURCH,House,3,5.5,571.79
18/08/2023,Christchurch,HOUSE,3,0.5,809.31
06/07/2024,hamilton,aprtment,2,9.5,486.14
11/01/2022,auckland,house,3,15.1,797.1
30/01/2023,WELLINGTON,Townhouse,1,3.0,690.38
02/08/2022,Auckland,Apartment,3,8.3,582.05
20/06/2022,welling ton,HOUSE,3,9.6,642.65
12/02/2024,Dunedin  ,Townhouse,2,7.6,531.64
20/03/2023,Hamilton,HOUSE,4,15.3,845.51
10/08/2022,DUNEDIN,HOUSE,2,0.6,515.79
20/09/2024,auckland ,Apartment,3,10.0,585.7
27/07/2024,dunedin,Townhouse,3,2.3,811.75
16/11/2022,AUCKLAND,house,2,8.7,605.11
30/12/2022,Dunedin  ,apartment,3,1.3,693.4
18/05/2022,Christchurch,House,3,7.1,591.31
13/02/2022,HAMILTON,house,5,3.6,
17/09/2023,HAMILTON,house,3,12.7,732.9
06/01/2023,Christchurch,house,2,0.5,811.32
15/11/2022,CHRISTCHURCH,townhouse,2,4.1,669.5
09/01/2024,wellington,House,3,4.9,562.98
08/05/2022,Auckland,townhouse,3,0.5,733.6
02/01/2023,Wellington,town house,3,7.5,607.09
04/06/2024,hamilton,apartment,3,14.2,471.91
20/06/2023,Dunedin,Apartment,2,6.2,521.58
03/06/2023,DUNEDIN,apartment,2,8.7,478.37
11/08/2022,wellington,Townhouse,2,2.9,667.7
17/08/2022,hamilton,House,2,5.0,514.59
15/11/2022,christchurch,Apartment,1,7.0,604.07
29/07/2024,christchurch,aprtment,2,1.9,456.7
19/03/2024,welling ton,aprtment,3,4.6,690.91
30/01/2022,HAMILTON,townhouse,3,0.5,826.34
08/08/2023,WELLINGTON,Townhouse,4,2.7,791.2
03/07/2022,auckland ,Townhouse,2,7.7,531.16
14/03/2023,AUCKLAND,townhouse,1,5.4,683.44
05/08/2023,hamilton,town house,3,13.6,773.47
11/11/2024,DUNEDIN,Apartment,4,10.2,554.29
12/02/2022,Dunedin  ,apartment,3,3.3,481.82
19/11/2024,DUNEDIN,Townhouse,2,8.2,582.52
22/10/2024,HAMILTON,Apartment,3,18.3,698.38
01/04/2023,hamilton,Townhouse,4,13.4,625.46
12/01/2024,AUCKLAND,townhouse,3,5.5,536.76
07/11/2024,welling ton,town house,3,14.9,608.45
08/10/2022,Wellington,Townhouse,3,10.1,565.44
24/01/2024,Dunedin,HOUSE,3,14.5,588.86
06/01/2023,Dunedin,town house,3,0.5,651.0
17/07/2022,CHRISTCHURCH,apartment,1,2.5,467.04
31/10/2023,AUCKLAND,town house,1,6.9,482.86
30/06/2024,hamilton,Apartment,3,3.1,521.52
25/04/2022,AUCKLAND,Townhouse,4,3.9,766.75
18/01/2024,Auckland,aprtment,4,3.0,567.09
04/12/2023,Dunedin  ,Townhouse,2,4.9,584.71
27/09/2023,DUNEDIN,house,3,9.2,747.33
18/10/2024,christchurch,Apartment,4,0.5,535.72
23/01/2022,hamilton,apartment,2,0.5,513.48
21/01/2022,Wellington,town house,3,5.0,584.77
19/07/2024,Christchurch,town house,2,0.5,709.83
10/09/2022,wellington,HOUSE,3,5.7,594.21
28/10/2024,Hamilton,townhouse,5,4.3,
02/02/2022,wellington,town house,3,6.9,798.57
04/11/2022,Auckland,townhouse,2,4.2,677.07
14/09/2024,auckland,aprtment,3,11.2,539.1
18/04/2024,WELLINGTON,Apartment,2,3.2,580.64
28/11/2023,christchurch,town house,2,5.8,678.45
28/02/2022,AUCKLAND,town house,2,14.2,761.38
06/12/2023,dunedin,HOUSE,2,8.6,664.72
10/07/2022,Wellington,house,1,4.1,495.73
27/12/2024,WELLINGTON,Apartment,1,2.1,
13/07/2024,HAMILTON,aprtment,1,4.9,506.12
07/02/2024,wellington,Townhouse,3,5.7,677.53
22/06/2022,hamilton,HOUSE,3,18.4,822.72
05/04/2023,wellington,town house,3,5.6,515.28
15/07/2024,Wellington,HOUSE,2,0.5,728.83
14/06/2023,CHRISTCHURCH,townhouse,3,3.8,653.25
26/09/2024,HAMILTON,Apartment,3,5.9,
07/12/2022,Christchurch,town house,1,7.2,620.32
10/01/2022,hamilton,town house,4,10.5,670.36
10/10/2022,Hamilton,HOUSE,2,3.5,771.7
11/04/2022,auckland,aprtment,3,1.4,685.98
20/05/2024,auckland ,house,3,11.1,602.92
23/08/2023,welling ton,house,3,4.8,655.67
05/07/2024,dunedin,apartment,3,4.7,513.75
20/08/2024,auckland,House,3,11.9,563.71
12/04/2023,christchurch,townhouse,4,9.7,657.77
06/05/2024,auckland ,House,2,4.6,637.64
01/08/2024,Auckland,HOUSE,3,11.7,563.37
15/11/2022,AUCKLAND,town house,4,7.7,776.77
09/02/2022,Auckland,Apartment,3,14.3,573.01
11/05/2023,CHRISTCHURCH,apartment,2,7.8,595.82
14/02/2024,Dunedin,aprtment,3,12.2,694.6
22/03/2022,welling ton,House,3,9.8,898.79
28/07/2024,CHRISTCHURCH,apartment,2,11.7,689.47
25/01/2024,Wellington,town house,3,4.9,
10/10/2022,wellington,town house,3,9.9,770.12
09/09/2022,HAMILTON,Townhouse,2,3.6,741.42
11/09/2024,CHRISTCHURCH,apartment,4,3.1,721.01
07/01/2023,dunedin,house,3,4.0,804.05
06/09/2023,CHRISTCHURCH,Apartment,3,6.4,472.89
20/11/2022,Wellington,aprtment,3,12.7,549.89
05/02/2022,Christchurch,House,2,1.6,750.52
22/05/2022,HAMILTON,apartment,2,2.9,448.66
10/12/2024,auckland,townhouse,2,9.2,499.71
20/01/2022,AUCKLAND,townhouse,4,0.5,908.56
28/08/2022,DUNEDIN,HOUSE,3,0.5,882.84
15/12/2022,HAMILTON,HOUSE,1,4.6,548.87
31/03/2022,WELLINGTON,townhouse,2,6.5,585.2
14/04/2024,WELLINGTON,Apartment,3,6.2,564.38
30/05/2024,wellington,Apartment,4,6.0,622.11
20/05/2022,dunedin,HOUSE,3,0.5,584.73
12/04/2022,WELLINGTON,townhouse,3,0.5,650.6
14/06/2022,hamilton,town house,3,5.9,644.74
24/01/2023,CHRISTCHURCH,Townhouse,1,11.1,465.19
21/09/2024,christchurch,House,3,2.4,864.97
23/08/2024,AUCKLAND,townhouse,2,5.8,779.29
31/05/2023,Auckland,Apartment,2,11.3,607.96
05/10/2023,auckland,HOUSE,3,14.7,815.25
02/12/2024,Wellington,HOUSE,2,9.6,570.12
03/12/2024,Hamilton,apartment,4,0.5,634.99
19/02/2022,WELLINGTON,apartment,2,3.3,724.46
23/09/2024,CHRISTCHURCH,aprtment,2,0.5,608.99
18/01/2023,hamilton,Apartment,2,9.1,522.19
03/03/2024,Wellington,HOUSE,2,8.0,735.22
01/05/2023,auckland,Apartment,4,0.5,723.56
27/05/2023,CHRISTCHURCH,aprtment,2,9.1,639.72
29/12/2023,Christchurch,town house,2,14.4,457.07
16/07/2022,WELLINGTON,HOUSE,3,6.1,596.76
01/10/2023,CHRISTCHURCH,apartment,4,0.5,811.59
29/11/2023,Christchurch,HOUSE,3,7.2,601.38
28/08/2023,christchurch,Apartment,2,2.4,683.15
16/03/2022,Christchurch,house,2,10.1,600.92
31/05/2023,hamilton,house,2,15.3,747.66
06/12/2023,wellington,apartment,2,8.3,544.82
31/05/2022,Dunedin  ,townhouse,3,5.4,705.94
02/10/2023,Auckland,townhouse,3,14.1,802.01
24/10/2024,christchurch,apartment,3,0.5,569.54
09/02/2023,welling ton,apartment,4,1.2,627.21
28/05/2024,wellington,aprtment,4,9.9,724.55
03/10/2022,Dunedin,townhouse,3,6.3,537.57
29/10/2022,dunedin,house,2,3.2,577.48
31/03/2024,Hamilton,aprtment,1,8.3,444.4
25/02/2024,Christchurch,house,4,12.0,867.63
03/10/2024,Hamilton,house,4,0.9,798.61
18/03/2023,wellington,HOUSE,3,7.9,
06/04/2024,DUNEDIN,town house,3,5.1,618.15
29/10/2024,dunedin,HOUSE,5,7.7,919.94
28/11/2023,AUCKLAND,town house,2,3.8,608.72
03/06/2024,Dunedin  ,House,3,10.7,834.97
06/03/2023,dunedin,Apartment,2,7.6,454.4
07/09/2022,auckland ,HOUSE,2,7.7,609.88
16/07/2022,auckland,House,1,8.3,756.35
31/08/2024,Dunedin  ,apartment,2,6.2,496.12
18/11/2024,wellington,Townhouse,3,9.6,542.94
05/12/2022,Hamilton,House,2,12.5,560.94
06/08/2024,hamilton,House,2,5.4,561.45
27/03/2022,hamilton,house,3,3.6,637.0
15/10/2024,Hamilton,house,3,10.1,601.84
05/07/2022,Christchurch,townhouse,1,7.8,634.85
30/01/2022,welling ton,Apartment,3,5.9,593.88
10/11/2022,Dunedin  ,House,2,0.5,545.67
07/10/2022,CHRISTCHURCH,aprtment,3,3.1,532.33
30/11/2023,dunedin,town house,2,2.9,803.99
28/10/2024,hamilton,apartment,3,8.6,508.55
21/10/2022,Christchurch,townhouse,3,8.9,796.74
11/11/2024,wellington,house,2,16.5,763.67
25/01/2022,WELLINGTON,house,2,10.4,747.85
22/11/2024,AUCKLAND,town house,3,10.5,800.57
17/09/2023,dunedin,townhouse,3,7.4,589.25
13/11/2022,CHRISTCHURCH,HOUSE,4,10.1,675.75
03/02/2024,HAMILTON,town house,3,0.5,618.39
28/08/2022,Dunedin  ,Townhouse,2,1.9,647.3
13/05/2022,wellington,town house,5,11.0,616.33
14/08/2023,hamilton,aprtment,2,9.6,476.17
23/11/2024,auckland,apartment,2,6.5,541.17
10/06/2023,Hamilton,house,2,13.3,788.21
02/11/2022,dunedin,Townhouse,2,6.0,546.99
09/07/2024,DUNEDIN,townhouse,2,0.5,540.78
29/07/2023,auckland,HOUSE,2,2.3,510.77
06/08/2024,welling ton,aprtment,1,13.2,514.49
20/12/2022,christchurch,house,3,0.5,662.87
17/09/2022,dunedin,townhouse,1,9.1,393.3
07/01/2024,Dunedin,aprtment,2,1.8,726.57
24/07/2022,Hamilton,aprtment,4,0.5,723.19
10/02/2022,auckland,aprtment,2,8.4,430.97
22/09/2024,CHRISTCHURCH,HOUSE,4,10.3,772.76
01/05/2024,welling ton,apartment,2,1.3,668.6
16/12/2024,dunedin,House,5,17.9,724.25
27/05/2022,christchurch,town house,3,0.5,801.92
06/10/2022,CHRISTCHURCH,town house,2,6.0,708.38
07/11/2022,Wellington,HOUSE,3,9.2,751.85
02/07/2022,christchurch,house,2,9.9,759.18
31/03/2022,Dunedin  ,town house,1,7.7,569.13
30/10/2023,Dunedin  ,aprtment,3,7.3,722.77
14/04/2024,Dunedin,town house,3,10.0,604.14
21/07/2022,wellington,townhouse,2,9.1,558.61
06/12/2024,hamilton,house,3,0.5,846.49
03/12/2024,Wellington,Apartment,2,3.9,578.83
08/11/2023,auckland ,townhouse,2,0.5,700.7
02/08/2024,Dunedin  ,Apartment,2,8.9,518.91
02/08/2024,CHRISTCHURCH,apartment,3,6.9,694.43
04/11/2024,dunedin,apartment,2,10.8,501.91
03/01/2023,HAMILTON,townhouse,3,1.6,803.8
26/03/2024,CHRISTCHURCH,apartment,1,0.5,662.21
01/11/2024,Dunedin  ,HOUSE,2,5.9,562.75
19/12/2024,Wellington,HOUSE,3,8.5,630.58
20/09/2023,hamilton,Townhouse,3,7.5,537.71
13/10/2024,Auckland,house,3,11.8,832.14
30/01/2023,welling ton,Apartment,3,4.7,560.98
07/11/2024,welling ton,aprtment,2,6.0,690.56
28/09/2022,wellington,Apartment,4,3.3,735.95
07/04/2024,Wellington,apartment,5,16.6,564.49
06/04/2024,dunedin,townhouse,2,8.6,694.62
20/03/2023,hamilton,HOUSE,3,4.6,826.84
09/10/2023,welling ton,Apartment,5,6.8,
26/04/2023,Wellington,house,2,4.7,603.97
17/07/2022,HAMILTON,Townhouse,1,4.6,431.37
16/10/2024,HAMILTON,Townhouse,2,21.5,688.04
27/04/2022,auckland,Apartment,3,8.7,562.66
27/06/2022,hamilton,Townhouse,2,4.7,512.25
16/12/2023,Dunedin  ,town house,1,4.6,676.29
21/01/2024,HAMILTON,Apartment,4,9.4,623.82
14/03/2023,Dunedin  ,HOUSE,2,5.3,752.49
23/06/2023,Dunedin,townhouse,4,1.0,648.43
05/10/2023,welling ton,apartment,3,6.5,668.58
22/05/2022,hamilton,townhouse,3,8.4,694.43
11/06/2024,auckland ,Apartment,2,8.9,516.17
29/10/2024,Auckland,aprtment,3,5.1,593.24
16/04/2023,Wellington,town house,4,8.5,
25/05/2023,AUCKLAND,HOUSE,3,5.7,785.04
02/07/2024,auckland,townhouse,2,1.7,591.95
04/10/2022,AUCKLAND,House,1,3.7,510.45
07/07/2023,hamilton,Apartment,2,11.3,559.59
29/12/2024,welling ton,townhouse,1,10.3,599.84
22/07/2022,Christchurch,townhouse,2,9.4,581.28
18/12/2022,hamilton,aprtment,4,1.5,596.31
04/01/2024,WELLINGTON,town house,3,11.3,625.85
28/02/2024,Hamilton,townhouse,3,8.2,624.26
21/08/2024,Christchurch,townhouse,2,3.6,534.1
03/06/2022,Christchurch,town house,1,14.0,668.45
09/09/2022,Auckland,townhouse,4,12.0,874.07
23/11/2023,WELLINGTON,Apartment,2,8.4,457.41
12/12/2024,wellington,HOUSE,3,12.3,695.88
21/02/2023,CHRISTCHURCH,HOUSE,2,3.6,639.04
13/08/2023,hamilton,apartment,3,3.7,571.96
13/12/2023,Dunedin,Townhouse,2,14.2,547.37
03/07/2023,christchurch,Townhouse,1,13.7,
22/12/2023,auckland ,Townhouse,4,3.0,790.01
20/12/2024,Christchurch,town house,2,5.3,693.11
27/05/2022,AUCKLAND,house,4,3.9,715.89
05/09/2023,welling ton,HOUSE,3,11.1,750.17
06/04/2022,WELLINGTON,Townhouse,2,6.2,695.99
02/08/2023,Dunedin  ,Townhouse,2,4.9,704.51
10/04/2022,Dunedin,townhouse,1,7.9,528.2
07/01/2022,Dunedin  ,apartment,2,9.8,500.56
11/04/2024,Wellington,townhouse,3,6.8,813.52
02/10/2022,Dunedin,apartment,2,0.5,637.8
10/11/2022,christchurch,townhouse,2,7.0,705.15
27/06/2024,Christchurch,Townhouse,3,3.3,743.36
02/03/2022,Hamilton,Townhouse,3,5.3,544.41
19/05/2023,Christchurch,apartment,3,8.6,480.08
07/02/2022,wellington,apartment,3,14.7,528.68
03/04/2023,Wellington,apartment,2,3.1,518.09
27/02/2023,wellington,town house,4,9.9,658.71
17/05/2022,dunedin,,4,4.5,
17/06/2022,Dunedin  ,Apartment,1,13.4,498.75
12/04/2024,auckland ,town house,2,1.6,698.06
21/09/2022,auckland,apartment,4,5.3,
21/06/2024,DUNEDIN,town house,3,3.0,802.71
07/02/2024,AUCKLAND,Townhouse,1,3.6,628.13
22/06/2023,christchurch,town house,2,2.8,557.46
18/10/2024,welling ton,townhouse,4,10.6,645.76
26/11/2023,hamilton,HOUSE,3,5.1,601.6
04/02/2022,Wellington,Apartment,4,4.5,597.67
09/11/2022,Dunedin,Apartment,1,0.5,596.05
11/06/2022,hamilton,Apartment,3,12.0,619.78
28/06/2022,AUCKLAND,HOUSE,3,4.5,878.4
29/06/2024,HAMILTON,Apartment,3,4.6,586.08
02/01/2022,AUCKLAND,Townhouse,2,5.9,676.45
01/02/2024,wellington,townhouse,3,9.5,646.07
17/07/2023,CHRISTCHURCH,town house,2,9.0,554.51
11/02/2024,DUNEDIN,Apartment,3,7.1,678.94
10/09/2024,hamilton,town house,5,12.2,632.71
29/04/2024,Hamilton,Apartment,3,7.5,585.38
27/07/2023,hamilton,townhouse,3,3.8,651.27
09/10/2022,Auckland,HOUSE,2,5.5,734.89
26/08/2023,DUNEDIN,House,3,4.3,634.4
27/06/2023,Christchurch,aprtment,3,7.0,529.23
10/02/2023,WELLINGTON,aprtment,3,4.8,475.46
18/09/2022,welling ton,House,3,5.7,589.93
18/02/2023,wellington,aprtment,5,7.5,768.24
20/05/2024,HAMILTON,Townhouse,3,14.1,647.31
29/04/2024,christchurch,Townhouse,4,12.4,664.9
29/01/2022,hamilton,townhouse,3,3.5,672.52
02/09/2024,Auckland,Apartment,2,8.6,644.97
27/06/2022,auckland ,apartment,4,5.0,657.39
19/05/2023,AUCKLAND,,2,1.9,529.07
03/01/2024,auckland ,town house,4,0.9,687.49
05/02/2023,CHRISTCHURCH,town house,3,0.5,626.63
13/06/2023,DUNEDIN,Apartment,2,2.7,566.46
26/01/2024,hamilton,Apartment,3,1.7,514.74
19/07/2024,Christchurch,house,2,6.4,593.15
24/07/2023,WELLINGTON,Townhouse,3,3.4,612.2
16/04/2024,welling ton,town house,5,3.4,913.52
25/07/2022,Auckland,Townhouse,4,7.8,805.91
13/11/2023,auckland,house,5,1.1,720.2
03/12/2022,auckland,townhouse,2,2.0,548.16
03/03/2023,Auckland,house,3,10.3,600.9
04/05/2022,Christchurch,townhouse,3,9.3,810.22
27/09/2023,HAMILTON,aprtment,1,4.6,450.97
04/11/2022,WELLINGTON,apartment,3,6.9,745.91
25/07/2023,hamilton,Townhouse,1,2.8,661.9
09/08/2022,dunedin,Townhouse,1,1.2,553.73
11/03/2022,hamilton,House,2,4.6,639.22
06/08/2022,Dunedin,aprtment,1,7.3,400.78
14/05/2024,Auckland,HOUSE,3,5.7,642.11
04/11/2024,dunedin,townhouse,2,4.2,649.96
19/05/2022,Hamilton,house,2,0.5,742.88
09/09/2023,welling ton,House,5,11.8,755.38
27/12/2022,welling ton,town house,1,14.9,646.93
27/02/2024,WELLINGTON,House,1,3.0,512.93
06/12/2024,Dunedin,townhouse,2,2.7,584.62
20/09/2024,hamilton,town house,4,1.5,779.0
12/09/2024,Christchurch,Townhouse,3,10.5,785.78
14/09/2023,Auckland,Apartment,2,0.5,481.78
01/02/2024,hamilton,House,2,9.2,789.74
03/09/2023,Wellington,apartment,2,0.5,459.39
10/06/2022,dunedin,house,3,0.8,812.13
05/06/2023,HAMILTON,house,3,7.5,712.61
27/12/2022,auckland ,aprtment,1,2.6,548.67
04/11/2022,Dunedin  ,house,3,2.4,687.28
28/11/2022,Christchurch,aprtment,3,10.1,520.52
01/01/2024,Dunedin,townhouse,2,0.5,604.05
17/08/2024,AUCKLAND,Townhouse,1,3.8,648.19
11/12/2023,christchurch,Apartment,1,0.9,446.49
22/07/2022,WELLINGTON,house,2,0.5,733.12
25/09/2024,hamilton,aprtment,3,2.2,
14/05/2024,christchurch,HOUSE,2,5.3,524.48
08/04/2023,Dunedin  ,Apartment,2,7.1,715.48
02/11/2024,christchurch,aprtment,2,11.5,517.27
16/11/2024,Auckland,townhouse,3,7.9,725.07
30/05/2024,Christchurch,aprtment,2,14.7,499.99
14/04/2023,AUCKLAND,town house,4,8.2,768.35
12/01/2024,Dunedin  ,town house,1,4.4,567.63
28/10/2022,Hamilton,House,2,5.1,540.13
08/09/2022,HAMILTON,aprtment,1,0.5,505.0
25/12/2023,Hamilton,HOUSE,3,4.1,687.66
05/01/2022,Christchurch,HOUSE,2,0.5,614.77
28/06/2024,Auckland,Townhouse,2,2.6,488.7
12/02/2024,Dunedin,aprtment,3,11.5,474.63
26/04/2022,auckland ,aprtment,3,4.7,732.36
11/10/2023,CHRISTCHURCH,HOUSE,1,4.3,486.18
10/09/2024,Dunedin,aprtment,3,4.6,562.99
22/09/2023,dunedin,townhouse,1,7.7,630.81
21/06/2022,hamilton,townhouse,5,3.6,752.84
06/07/2022,hamilton,HOUSE,3,8.4,617.81
26/09/2023,Christchurch,Apartment,2,5.6,437.94
01/05/2024,DUNEDIN,town house,2,13.0,629.38
17/03/2023,dunedin,House,3,2.3,733.42
18/06/2022,wellington,Apartment,1,4.5,432.05
12/05/2022,DUNEDIN,Townhouse,3,7.5,610.0
08/05/2022,CHRISTCHURCH,apartment,2,8.0,441.88
24/09/2024,christchurch,House,3,6.7,785.61
04/11/2024,Wellington,Townhouse,2,0.5,549.34
29/06/2023,auckland,aprtment,2,1.1,456.02
05/02/2022,Hamilton,town house,1,0.6,689.13
03/03/2023,christchurch,Apartment,4,3.0,711.5
05/11/2022,Christchurch,HOUSE,3,10.7,835.91
05/09/2024,HAMILTON,Townhouse,4,14.8,619.66
03/10/2024,Dunedin,aprtment,5,7.3,611.89
03/04/2022,CHRISTCHURCH,aprtment,1,7.2,622.63
01/04/2022,Wellington,aprtment,1,9.9,458.78
06/05/2022,WELLINGTON,House,1,11.4,499.88
06/09/2024,wellington,house,1,11.6,498.98
16/01/2023,Wellington,house,2,16.9,566.09
20/05/2024,christchurch,townhouse,3,3.0,769.04
21/03/2023,Wellington,house,4,8.4,649.09
29/07/2024,Auckland,town house,3,3.4,616.68
29/04/2024,Dunedin,townhouse,2,1.2,549.82
14/10/2023,CHRISTCHURCH,Townhouse,2,2.0,605.04
05/07/2022,welling ton,House,3,7.0,656.15
15/09/2022,hamilton,,1,11.3,537.96
23/04/2023,Wellington,Townhouse,1,9.5,707.42
31/03/2022,CHRISTCHURCH,House,3,13.0,557.73
16/08/2022,hamilton,townhouse,3,1.5,641.08
30/03/2022,AUCKLAND,townhouse,3,2.8,637.11
07/04/2023,HAMILTON,house,4,1.7,807.15
13/04/2024,HAMILTON,House,3,10.2,645.36
27/02/2024,welling ton,,1,0.8,695.34
29/08/2023,Wellington,apartment,2,6.2,614.3
06/12/2022,WELLINGTON,apartment,2,6.4,552.34
31/01/2023,welling ton,aprtment,1,5.5,477.42
07/09/2024,auckland ,apartment,1,3.1,431.19
21/12/2024,DUNEDIN,apartment,2,0.5,507.95
23/07/2022,HAMILTON,house,5,10.7,656.35
01/05/2024,Dunedin  ,House,5,12.3,760.82
22/05/2023,Dunedin,town house,3,5.5,777.51
04/08/2022,hamilton,town house,2,9.5,589.93
20/01/2024,auckland ,apartment,4,10.2,580.67
07/10/2022,Auckland,Townhouse,2,1.0,652.8
14/03/2024,christchurch,aprtment,3,0.5,619.7
10/04/2024,Auckland,apartment,2,5.7,706.32
09/11/2023,CHRISTCHURCH,apartment,3,6.8,604.63
07/12/2023,AUCKLAND,Apartment,3,7.5,551.93
22/01/2023,hamilton,house,2,7.4,694.98
13/08/2023,auckland ,Townhouse,1,0.5,598.19
06/03/2023,HAMILTON,apartment,3,10.5,693.92
20/07/2022,auckland ,House,2,4.1,699.58
29/08/2022,dunedin,,1,5.2,
02/08/2023,Hamilton,apartment,3,0.8,671.97
06/12/2024,christchurch,house,2,11.3,608.44
12/06/2022,Hamilton,aprtment,3,6.0,654.78
13/10/2022,AUCKLAND,apartment,2,10.9,690.84
11/10/2024,wellington,Apartment,2,13.2,494.19
28/10/2023,Christchurch,house,3,1.3,646.47
10/09/2024,hamilton,Townhouse,3,0.5,764.22
07/06/2024,christchurch,House,2,5.0,563.89
18/03/2022,Auckland,house,3,7.6,613.85
07/10/2023,Dunedin  ,town house,2,9.0,504.17
15/10/2023,CHRISTCHURCH,aprtment,3,0.5,643.77
23/10/2024,Christchurch,Townhouse,1,12.0,680.31
11/04/2024,HAMILTON,HOUSE,4,8.2,721.04
07/10/2022,christchurch,House,1,4.1,562.9
09/12/2024,dunedin,town house,1,9.4,486.05
08/10/2022,AUCKLAND,House,4,11.1,604.1
17/10/2022,Dunedin  ,House,4,12.1,850.11
22/10/2024,HAMILTON,aprtment,3,3.2,525.35
22/01/2023,auckland,townhouse,3,9.3,545.67
23/03/2024,hamilton,Apartment,2,4.1,547.33
05/11/2022,Christchurch,aprtment,4,8.8,795.52
22/06/2023,welling ton,House,3,7.1,869.61
31/05/2023,Dunedin,town house,3,5.0,824.67
10/06/2024,hamilton,aprtment,2,13.5,450.14
14/06/2024,HAMILTON,HOUSE,3,6.1,703.46
05/03/2024,hamilton,town house,2,7.8,599.9
23/11/2022,auckland ,Apartment,4,4.2,661.69
01/10/2023,DUNEDIN,apartment,2,3.0,476.22
23/10/2024,welling ton,House,2,4.3,538.6
06/03/2024,Dunedin  ,town house,4,8.9,842.16
18/02/2024,welling ton,townhouse,2,3.3,511.64
07/03/2023,Dunedin,HOUSE,5,0.5,
31/03/2024,auckland,HOUSE,3,0.5,786.89
22/12/2022,Christchurch,Townhouse,2,10.1,516.53
23/03/2023,DUNEDIN,house,2,19.7,570.7
28/09/2024,christchurch,Townhouse,3,4.4,642.06
14/07/2023,wellington,Townhouse,2,5.2,688.55
01/03/2023,Dunedin  ,aprtment,2,5.8,519.29
21/01/2024,CHRISTCHURCH,Townhouse,4,6.6,815.91
18/08/2022,hamilton,Townhouse,1,9.1,649.48
18/03/2023,auckland,aprtment,1,10.6,390.66
12/03/2023,Wellington,aprtment,3,6.4,594.64
10/02/2024,christchurch,town house,1,11.5,472.26
